respondent_id,wave,concept_id,concept_name,question_code,question_text,verbatim_text,verbatim_text_clean,sentiment_polarity,sentiment_label,toxicity_flag,length_chars,length_tokens,topic_label,embeddings_ref,source_file
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0008,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,nice and cool,nice and cool,0.475,positive,False,13,3,general,a03e40b11d4e0c2a,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0009,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,notto keen,notto keen,0.0,neutral,False,10,2,general,3221b1f17e80cafc,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0010,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"I like the idea of the lotion, but not the gloves or glow stick","i like the idea of the lotion, but not the gloves or glow stick",0.0,neutral,False,63,14,general,a847f12b2f437ed8,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0011,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Would definitely recommend this product to family and friends,would definitely recommend this product to family and friends,0.0,neutral,False,61,9,general,b4ef9abf77145df8,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0012,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,For some specific ocasion,for some specific ocasion,0.0,neutral,False,25,4,general,d319d80956182e5f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0013,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Positive thoughts,positive thoughts,0.22727272727272727,positive,False,17,2,general,081867e4706579df,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0014,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"It seems like a new idea that I haven't seen before, and it would love to try it","it seems like a new idea that i haven't seen before, and it would love to try it",0.3181818181818182,positive,False,80,18,general,8530fc73152e42a8,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0015,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Fairly promising,fairly promising,0.2,positive,False,16,2,general,7a670ef951f35f8b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0016,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"A very fresh looking product with a very fun catchy name, cant wait to buy.","a very fresh looking product with a very fun catchy name, cant wait to buy.",0.39,positive,False,75,15,general,bcaa4b98cc711c02,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0017,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"its pretty good , the only product i found not so useful is the glow stick for collar bones, i dont think it something alot of women use","its pretty good , the only product i found not so useful is the glow stick for collar bones, i dont think it something alot of women use",0.3125,positive,False,136,28,general,b1ffbf3fba5b046c,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0018,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"Now that I have read all three products, this really is nothing new.","now that i have read all three products, this really is nothing new.",0.16818181818181818,positive,False,68,13,general,89b0b35ad41b83ad,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0019,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,It is a great idea.,it is a great idea.,0.8,positive,False,19,5,general,e9dd38d9dc18e4ba,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0020,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"Ilike it, it sounds very sensual, luxurious and pampering","ilike it, it sounds very sensual, luxurious and pampering",0.2,positive,False,57,9,general,d4c4c782298a5c39,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0021,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Very good and very nice,very good and very nice,0.845,positive,False,23,5,general,b037b84dcf2846ee,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0022,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,its good,its good,0.7,positive,False,8,2,general,439c025f50df6b97,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0023,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,It’s a very interesting new range of products,it’s a very interesting new range of products,0.3931818181818182,positive,False,45,8,general,cca9540184c992b0,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0024,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I like it,i like it,0.0,neutral,False,9,3,general,022a68cca5b56b32,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0025,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Good,good,0.7,positive,False,4,1,general,755f85c2723bb393,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0026,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Good products,good products,0.7,positive,False,13,2,general,45a064c48c0fcc04,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0027,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"Different, fit with the brand, affordable","different, fit with the brand, affordable",0.2,positive,False,41,6,brand,0497460b6e99783b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0028,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Think this is the ultimate and indulgent range for women that like to look their best and shine when going out. It is like a treat for a women and a sensory experience.,think this is the ultimate and indulgent range for women that like to look their best and shine when going out. it is like a treat for a women and a sensory experience.,0.5,positive,False,168,33,general,0eb90fd190160711,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0029,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I never used this kind of products but im sure it will find target group.,i never used this kind of products but im sure it will find target group.,0.55,positive,False,73,15,general,237ea00482345e03,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0030,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,The brand has quality,the brand has quality,0.0,neutral,False,21,4,brand,d8fe36b6d564b290,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0031,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Sexy,sexy,0.5,positive,False,4,1,general,348a448a51d1e0f0,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0032,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Love the concept,love the concept,0.5,positive,False,16,3,general,e8100a4da5855f3e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0033,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Nothings,nothings,0.0,neutral,False,8,1,general,916106fd34233522,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0034,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Great,great,0.8,positive,False,5,1,general,acaa16770db76c1f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0035,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Simple skincare to give a radiant glow,simple skincare to give a radiant glow,0.0,neutral,False,38,7,skincare,548febf41a1ee1db,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0036,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Interesting,interesting,0.5,positive,False,11,1,general,a76637b62ea99acd,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0037,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"I love the name for it. I would to try the products except for the hand shimmer. My hands are in water all the time so this wouldnt work for me and even if u went out, if u went to the toilet you would wash your hands so it would probably just come off","i love the name for it. i would to try the products except for the hand shimmer. my hands are in water all the time so this wouldnt work for me and even if u went out, if u went to the toilet you would wash your hands so it would probably just come off",0.23333333333333334,positive,False,252,55,general,b3119adbb5d7d78f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cliquid_lingerie_concept_range_likes_and_dislikes_r0038,Jan24,liquid_lingerie_concept_range_likes_and_dislikes,Liquid Lingerie Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,it is a good idea,it is a good idea,0.7,positive,False,17,5,general,0a6a6dc1a2553af7,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0000,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I think it is awesome. Never seen things like this before and think it will go down well,i think it is awesome. never seen things like this before and think it will go down well,0.4222222222222222,positive,False,88,18,general,0aa92a7c64b91c1c,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0001,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,The sound like a good trio of products that will pamper.,the sound like a good trio of products that will pamper.,0.55,positive,False,56,11,general,bd475865644b726c,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0002,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Very good and exciting,very good and exciting,0.605,positive,False,22,4,general,4960d2ac1af3707a,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0003,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Making a mira la,making a mira la,0.0,neutral,False,16,4,general,d26835b0abd0f4ca,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0004,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I like this concept,i like this concept,0.0,neutral,False,19,4,general,c354d77cc66e71b1,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0005,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"I like the idea, but I wouldn't buy the time travel","i like the idea, but i wouldn't buy the time travel",0.0,neutral,False,51,11,general,5cf1da50ee128db9,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0006,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Really new and modern ideas from a quality name brand,really new and modern ideas from a quality name brand,0.16818181818181818,positive,False,53,10,brand,0c35c091b6bc3cbf,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0007,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I like it very much,i like it very much,0.26,positive,False,19,5,general,547940ae85c2ff4d,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0008,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,great one,great one,0.8,positive,False,9,2,general,2362c1b51abf493b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0009,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,It would be worth to give it a try,it would be worth to give it a try,0.3,positive,False,34,9,general,136daba32938bb8f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0010,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Itis great,itis great,0.8,positive,False,10,2,general,039ac3aa9f6be774,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0011,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Everything was special,everything was special,0.35714285714285715,positive,False,22,3,general,18e63d58905b5b6f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0012,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,They don’t have much proof they work,they don’t have much proof they work,0.2,positive,False,36,7,general,fa7090c558882b17,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0013,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Exciting and new. There to support wellbeing,exciting and new. there to support wellbeing,0.21818181818181817,positive,False,44,7,general,55accc2b91852444,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0014,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I think it’s a refreshing idea for this brand as it’s a new concept for them. I think it’s attractive to a lot of people especially those on the end of 20’s into 30’s as their packaging and fragrance appeals to them and it’s less intense than some ‘older lady’ associated brands,i think it’s a refreshing idea for this brand as it’s a new concept for them. i think it’s attractive to a lot of people especially those on the end of 20’s into 30’s as their packaging and fragrance appeals to them and it’s less intense than some ‘older lady’ associated brands,0.2337662337662338,positive,False,278,52,scent,a7316a4c2a9d64b8,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0015,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Good,good,0.7,positive,False,4,1,general,755f85c2723bb393,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0016,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Good products with good intentions,good products with good intentions,0.7,positive,False,34,5,general,9a56ac946e7bc4e0,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0017,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"great addition to the brand, relevant, innovative","great addition to the brand, relevant, innovative",0.5666666666666668,positive,False,49,7,brand,60061ac829664911,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0018,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Intrigued,intrigued,0.0,neutral,False,9,1,general,7acc2a75074482e2,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0019,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Actually...it's not bad,actually...it's not bad,0.3499999999999999,positive,False,23,3,general,dec4be053723e2fc,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0020,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Trendy,trendy,0.6,positive,False,6,1,general,928a4e92571a04ec,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0021,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,everything is done great and meant for women.,everything is done great and meant for women.,0.8,positive,False,45,8,general,4cca971e22d4c7c0,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0022,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Can’t wait to try it,can’t wait to try it,0.0,neutral,False,20,5,general,83afda2e75231478,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0023,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,A nice new thing to tey,a nice new thing to tey,0.36818181818181817,positive,False,23,6,general,75a7b10d5527c931,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0024,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Nothing,nothing,0.0,neutral,False,7,1,general,3e47b75000b0924b,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0025,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I think is great and the fact that is in UK its fantastic,i think is great and the fact that is in uk its fantastic,0.6000000000000001,positive,False,57,13,general,52278576e6e23963,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0026,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Good,good,0.7,positive,False,4,1,general,755f85c2723bb393,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0027,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Sounds great to have it out there as a option,sounds great to have it out there as a option,0.8,positive,False,45,10,general,649519a865df79fd,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0028,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,very good range that caters to relatable issues for women,very good range that caters to relatable issues for women,0.9099999999999999,positive,False,57,10,general,a2aa7393d6d24f3a,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0029,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I think it's an amazing concept and I myself can't wait to be able to try the products,i think it's an amazing concept and i myself can't wait to be able to try the products,0.55,positive,False,86,18,general,56ea6070134ec6da,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0030,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I think the mission possible range is a unique range that has effective methods to cure skin problems.,i think the mission possible range is a unique range that has effective methods to cure skin problems.,0.325,positive,False,102,18,skincare,c7323a0ab5e887ac,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0031,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Looks great if it lives up to expectations and works,looks great if it lives up to expectations and works,0.8,positive,False,52,10,general,f798581f9dd1a754,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0032,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"New and quite exciting but they seem a bit much and gimmicky, once novelty has worn off people won’t buy it. Not sure it’s something most people would use or need","new and quite exciting but they seem a bit much and gimmicky, once novelty has worn off people won’t buy it. not sure it’s something most people would use or need",0.11439393939393938,positive,False,162,31,general,431db20d4755d6f5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0033,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Interesting. I would like to know more,interesting. i would like to know more,0.5,positive,False,38,7,general,7731ba49b96047ca,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0034,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I think it is great,i think it is great,0.8,positive,False,19,5,general,2f223ba0a0fe1e3e,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0035,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Looks a good brand and exciting,looks a good brand and exciting,0.5,positive,False,31,6,brand,6e36d393131f71e5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0036,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Im exciting and these priducts are benefical to me,im exciting and these priducts are benefical to me,0.3,positive,False,50,9,general,cc4def25bfb31725,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0037,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Interesting and effective,interesting and effective,0.55,positive,False,25,3,general,bd3057154a6e798a,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0038,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,I am really excited about this new range and I am tempted to try,i am really excited about this new range and i am tempted to try,0.2556818181818182,positive,False,64,14,general,9dce380f494025c5,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0039,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,It’s good they are branching out into other areas. I would absolutely try this range based on using soap and glory in the past,it’s good they are branching out into other areas. i would absolutely try this range based on using soap and glory in the past,0.13124999999999998,positive,False,126,24,brand,e9547795c4a7b27f,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0040,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,"I love this range, is almost tailored to my specific needs and I would definitely buy it","i love this range, is almost tailored to my specific needs and i would definitely buy it",0.16666666666666666,positive,False,88,17,general,72185776c5ce35ba,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
jan24_cmission_possible_concept_range_likes_and_dislikes_r0041,Jan24,mission_possible_concept_range_likes_and_dislikes,Mission Possible Concept range likes and dislikes,RANGE,How does this concept fit with the Soap & Glory range?,Very thoughtful,very thoughtful,0.52,positive,False,15,2,general,e12610e9cd40a6fc,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx
